QMEAN4[float] QMEAN6[float] id[string] interaction[float] cbeta[float] torsion[float] packing[float] ss_agreement[float] acc_agreement[float] num_residues[int] ZScore_interaction[float] ZScore_cbeta[float] ZScore_packing[float] ZScore_torsion[float] ZScore_ss_agreement[float] ZScore_acc_agreement[float] ZScore_QMEAN4[float] ZScore_QMEAN6[float]
0.5665075069569991 0.685860421553781 3c3gA -0.06022591281753893 -0.023548866178876218 nan 0.47288611335679887 0.712469004334942 0.6 31 0.8082606847422036 -0.06727333105980189 -4.149253528361013 nan 0.56777754882883 -0.873673954596528 -1.650443145362878 -0.5087110403586538
0.9059051575940967 0.947425309212771 1aieA -0.056186565693708196 -0.037221274098321315 -0.47360975357393426 -0.4716678059870197 0.8694204332367066 0.8387096774193549 31 0.6592924343399246 0.8593424348757163 0.6166900042671042 1.009765557032182 0.9827055007565614 1.136036720862614 1.2260934596566462 1.400131682841851
0.8590188274949673 0.7900709005358624 1zmmA -0.043194631539893544 -0.04686802846094173 -0.5759856853358172 -0.05282047751449769 0.28199357106801004 0.41935483870967744 31 0.18015913856118765 1.5131288589772365 -1.4966914294565972 1.413089321461702 -0.5702579002937531 -2.3945360873764185 0.8287122622558865 0.2517939963323756
0.9094503145254588 0.8927858933575638 1b0nB -0.050827836088325466 -0.03591527363225337 -0.5332342802926346 -0.4186192892131306 0.5195645036235932 0.7419354838709677 31 0.4616662959515736 0.7708312794663913 0.3490226638894693 1.244664406348134 0.057801501093073186 0.3212891497305295 1.2561401428451093 1.0013853056480009
0.7699120348475054 0.7630833098848833 1a2xB -0.037905372431381576 -0.011593239772463999 -0.16144300648873602 -0.5804333581078437 0.6521108227391397 0.7096774193548387 31 -0.014904977288332826 -0.8775382079627858 1.1654892512842352 -0.2200573651851403 0.40821037032736196 0.04970662601983493 0.07349504043610747 0.05484452619555359
0.5287165678224721 0.4147346559460504 1oqeK -0.007260313396522355 -0.03693693375098519 0.3079066919852738 -0.04592775962045116 -0.988496952960568 0.8064516129032258 31 -1.1450729692801072 0.840071926689772 -1.5314700732127762 -2.0691236834550635 -3.9290169429318236 0.8644541971519186 -1.9707371119076473 -2.487326937103977
0.8769742289524349 0.9083766021096515 1mzwB -0.04215478975117636 -0.021522239075913545 -0.5858124583933709 -0.3337234976671396 0.7784436835396674 0.8064516129032258 31 0.1418105126046565 -0.20462328699599466 -0.07933673453115443 1.4518032167450738 0.7421928995717632 0.8644541971519186 0.9808917763252191 1.115162851316747
0.8918379855689483 0.9395334519353253 1g2yA -0.06426812441373665 -0.030635782281845627 -0.6370870786098143 -0.21172572680128118 0.8945252943423486 0.7666666666666667 31 0.9573345748490572 0.41302598648281547 -0.6949018972453246 1.6538064853794472 1.0490744957691138 0.5295024179087292 1.1068683112695317 1.3425386531679717
0.7094850119733236 0.7427839958323574 1dowB -0.03156775896786712 -0.010492944449651986 -0.08611911963671445 -0.44519379996364156 0.6063377880491316 0.8709677419354839 32 -0.24863165648750277 -0.952108173934376 0.48310989284527067 -0.5168059571030285 0.2872015227473289 1.4076192445733087 -0.4386491741854438 -0.09329537997427938
0.7078782399065718 0.698444513584132 1zmqA -0.027582729762798408 -0.019157034575982834 -0.3458540877610566 0.012614592542377068 0.43926483404356986 0.5625 32 -0.3955967006598112 -0.36491954148240835 -1.8268577043065064 0.5064549138363142 -0.15448441227804127 -1.1893886384102104 -0.4522672374138081 -0.4168751188203706
0.793600495552443 0.7398578339118188 1zmpA -0.018750297379938274 -0.02719384777446976 -0.5169408519619277 -0.05720682570245117 0.04957891639787704 0.65625 32 -0.7213305280668765 0.17975685066980046 -1.4745591960815512 1.1804742521125853 -1.184685799007742 -0.40010192887600365 0.27426462209470187 -0.11464986275259734
0.967236409183181 0.9984637844167727 2akfA -0.08332995543605648 -0.06030696049856488 -0.32601856872705476 -0.7212909802328795 0.9078818503767252 0.84375 32 1.660321352119616 2.423921338017238 1.876215721674147 0.42831021645944845 1.0843848365473465 1.17847149019241 1.745901389665868 1.7725991912614951
0.6250281187819531 0.7154575469311217 3c3fA -0.05519856905950041 -0.02304591643041931 -0.2128806241921016 0.2563791186742795 0.8059096266515553 0.7083333333333334 32 0.6228558208255862 -0.10135958485937308 -3.0568223924098366 -0.017411946009261534 0.8148038187772977 0.038390687531889324 -1.1544565592841984 -0.2927177627064725
0.7366451893809408 0.7032511594633459 2qkhB -0.037173336488194764 0.0038619667684542947 -0.27164385956712067 -0.4036440379859414 0.5714208176359534 0.5625 32 -0.041901942477277354 -1.9249790194848766 0.27346191476327314 0.21409373011621766 0.19489253822620525 -1.1893886384102104 -0.20845534589824352 -0.3817972798502517
0.9051641382763698 0.8659386635528998 1y43A -0.01638718108733883 -0.009238975475625466 -0.731055924535862 -0.3873794073388126 0.6575338125694543 0.5625 32 -0.8084805770262267 -1.0370930155345466 0.1913953332206132 2.024009403445607 0.4225469716527678 -1.1893886384102104 1.2198130119621293 0.8054601579365204
0.8398521352206129 0.7669499477487391 1clvI -0.02301848042407073 -0.04125481789378682 -0.37915261143020224 -0.33813092089258134 0.0943555636331439 0.625 32 -0.5639229716006476 1.1327065193508536 -0.05709816266493259 0.6376389302848527 -1.0663110721159696 -0.6631974987207393 0.6662665534513864 0.08306239448717008
0.8783288726515504 0.8798001065137309 2ho2A -0.03351031092813972 -0.012356657421950138 -0.7454042365927056 -0.19518286102648938 0.6968694383447821 0.6666666666666666 33 -0.17699172113010453 -0.8257993457100568 -0.7783723720756824 2.0805365102800115 0.5265374275215575 -0.3124034055944254 0.9923729465099564 0.906617904167876
0.8263573955162278 0.9011313175084226 2oxkA -0.056764746652334 -0.031169970396149438 -0.6552688181400299 0.09583117727500697 0.9006587145003405 0.75 33 0.680615337071967 0.4492293481441727 -2.246744315003542 1.7254358957789515 1.0652892411988015 0.38918478065820317 0.5518930076651768 1.062288366089191
0.7879105241127524 0.7593636412367443 1n0wB -0.020249720129151792 -0.019320774114352058 -0.39649026138017535 -0.2744480450496529 0.10678395945014375 0.8484848484848485 33 -0.6660328829979668 -0.3538224736759291 -0.37842337665971615 0.7059429361565529 -1.0334544816524154 1.2183344553204003 0.22603974164234222 0.02769920674818951
0.8455527957275399 0.8771194198996746 1as4B -0.02202667690333769 -0.01353047221235818 -0.5806200022263259 -0.3023006480864503 0.8661401068622415 0.7272727272727273 33 -0.6004999803837662 -0.7462467681766232 -0.23788726687119305 1.4313468366966962 0.9740333968213801 0.19784254804385015 0.7145820282055081 0.8870548459064264
0.6936673798848412 0.7321367919763244 3e5aB -0.02046805117843729 -0.012009277620536246 -0.28034010659903286 -0.09329840676351027 0.5602246802864652 0.7878787878787878 33 -0.6579809891093055 -0.8493422068252425 -1.292451606649522 0.2483537659367244 0.16529363382354206 0.7080885016821248 -0.5727102014843692 -0.17099631982488264
0.6054311540309587 0.49627756454504834 1xmeC -0.02311454358454229 -0.0031130265578571143 0.1706875912074385 -0.44265160314512975 -0.20966768445390643 0.5757575757575758 33 -0.5603802305326331 -1.4522650087901543 0.4702827093063245 -1.5285305643020712 -1.87004853758455 -1.0777723360518374 -1.320549006735427 -1.8922448177075464
0.9884720981278625 1.0114826507085803 2o6nA -0.0768518251451579 -0.05932246132220881 -0.5204230320194493 -0.5460244484486119 0.9702616586829677 0.7096774193548387 33 1.4214125122182877 2.3571991875564806 0.9918719308785081 1.1941927692000547 1.2492965310968356 0.04970662601983493 1.9258827079440564 1.8676079992397137
0.8279784892396402 0.831286427562745 1rk8C -0.014962986372693471 -0.014966068708665924 -0.6620049774646759 -0.10369287963222826 0.5525382087763512 0.696969696969697 33 -0.861003865658992 -0.648952542109198 -1.240004128819818 1.7519739022210554 0.14497313146456917 -0.057280428775287176 0.5656324529053249 0.5525758006191503
0.8361651801194446 0.825264665459617 2f91B -0.019117744842360757 -0.020739403020618767 -0.5464181829372357 -0.2549405188553713 0.3760611868717454 0.7878787878787878 33 -0.7077793268668362 -0.2576781867073507 -0.47685266311887103 1.2966041655569736 -0.32157406580252235 0.7080885016821248 0.6350180716493894 0.5086303120855888
0.7888497946371592 0.8756177046139271 1tggA -0.07507705699765321 -0.06557632889245835 -0.31616331078112125 0.08017193153500557 0.9581012644551017 0.68 33 1.3559603246002212 2.7810405710793082 -2.1677323290999313 0.3894841011238342 1.2171484486810946 -0.2001492957940042 0.23400045097665925 0.8760956597512294
0.7109501863463332 0.8253563963751596 2oxjA -0.05735448011546396 -0.03982912525680149 -0.5170383974909782 0.47338152459512156 0.9275495813926682 0.7083333333333334 33 0.7023642879575825 1.036083504400433 -4.151753228948689 1.1808585458552925 1.1363798480398413 0.038390687531889324 -0.4262312104523794 0.5092997440272885
0.9077362684643813 0.9503680394253395 1bb1A -0.08186353419852607 -0.02879080392748994 -0.43169253679613273 -0.5731620841166553 0.9867795710177982 0.8235294117647058 34 1.6062407793411912 0.2879868535789215 1.128800523893907 0.844627038883664 1.2929644580674324 1.0082331802928748 1.241612887785672 1.4216070773524745
0.815511406239702 0.7981248090788053 1et1A -0.07838285440469489 -0.020958850725197837 -0.1601705559839805 -0.6404484514804447 0.7160565822440035 0.6470588235294118 34 1.4778757829192288 -0.2428056270192999 1.4683079048957985 -0.2250703552385243 0.5772619247571292 -0.4774829788303374 0.45996872618293627 0.3105696403154554
0.8318497787540399 0.8697444548023996 1bb1C -0.07275208013186998 -0.023999613545396748 -0.36620809932549797 -0.3910371274413431 0.8682888790088541 0.7647058823529411 34 1.2702168305889807 -0.03672497273604069 0.20985112183131474 0.5866422823333012 0.9797140435806483 0.5129944605851371 0.5984432457198748 0.8332339810885748
0.8751857851751421 0.8693278152891004 1l6xB -0.042226494096479765 -0.025227705557721063 -0.429885071888566 -0.5245598228100468 0.4532710164785385 0.8823529411764706 34 0.14445491788566606 0.046506117745157616 0.8835676915467077 0.8375062875698723 -0.11745667297848292 1.5034719000006125 0.9657339695998479 0.8301934380314508
0.5465735469913089 0.5782004938557596 1gl1I -0.012917642079307423 -0.01744141086922301 0.30367751121520997 -0.27465782288516705 0.5373790604884133 0.7058823529411765 34 -0.9364347091877477 -0.48119196287757887 -0.37736489889790475 -2.0524622565036346 0.10489732969522249 0.017755740877400332 -1.8193917677728004 -1.2943893911722573
0.7172377898378917 0.6881956468416034 3dboA -0.02205857223153169 -0.0049401427266489275 -0.2573050289725264 -0.2883777166442836 0.5848367810249329 0.5 34 -0.599323703353987 -1.32843644412377 -0.30813831734390357 0.15760397677868404 0.23035993250912584 -1.7155797780996818 -0.372941149170678 -0.49166908248124547
0.9298446897486475 0.9865121063214713 1bb1B -0.08451273927793783 -0.03925465467139421 -0.5092704385519028 -0.46298356673351543 0.9481627761441118 0.8823529411764706 34 1.703941579381009 0.9971500915999324 0.5728718663520272 1.1502556259372698 1.190874354657282 1.5034719000006125 1.4289909765379263 1.6853784868067212
